Closets,adminPrice,area,areac,bathrooms,city,commonNeighborhood,companyName,coordinates,garages,link,neighborhood,propertyId,propertyState,propertyType,rooms,salePrice,stratum,zone,First Extraction Date,Last Extraction Date,builtTime_min_year,builtTime_max_year
,,192.0,192.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Envigado,INMOBILIARIA J URIBE,"{'lon': -75.56399, 'lat': 6.1518784}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-4-habitaciones-5-banos-4-garajes/12536-M5255792,,12536-M5255792,Usado,"{'id': '2', 'nombre': 'Casa'}",4,990000000.0,5,,2025-03-03,2025-03-04,2020,2015
,,750.0,6400.0,4,"{'id': '4444', 'nombre': 'Envigado'}",Altos De Las Palmas,L&L Soluciones Inmobiliarias,"{'lon': -75.53835, 'lat': 6.153893}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-3-habitaciones-4-banos-4-garajes/16206-M5554557,,16206-M5554557,Usado,"{'id': '2', 'nombre': 'Casa'}",3,6000000000.0,6,,2025-02-28,2025-03-04,2025,2020
,294276.0,477.0,477.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Envigado,CIMA GROUP COLOMBIA SAS,,,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-5-habitaciones-5-banos-4-garajes/17637-M5560810,,17637-M5560810,Usado,"{'id': '2', 'nombre': 'Casa'}",5,2600000000.0,5,,2025-03-03,2025-03-05,2025,2020
,772000.0,209.0,209.0,4,"{'id': '4444', 'nombre': 'Envigado'}",San Lucas  Montesori,BYS INMOBILIARIOS,"{'lon': -75.56046, 'lat': 6.174879}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-3-habitaciones-4-banos-2-garajes/17676-M5616005,,17676-M5616005,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1450000000.0,5,,2025-03-03,2025-03-05,2015,2005
,810000.0,299.0,201.0,3,"{'id': '4444', 'nombre': 'Envigado'}",sector la calleja,BYS INMOBILIARIOS,"{'lon': -75.56212, 'lat': 6.1715274}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-3-habitaciones-3-banos-2-garajes/17676-M5460580,,17676-M5460580,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1800000000.0,6,,2025-02-03,2025-03-05,2020,2015
,2200000.0,333.0,440.0,3,"{'id': '4444', 'nombre': 'Envigado'}",Alto De Las Palmas,CAVA HOME,"{'lon': -75.54693, 'lat': 6.159542}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-3-habitaciones-3-banos-4-garajes/16529-M5346346,,16529-M5346346,Usado,"{'id': '2', 'nombre': 'Casa'}",3,4200000000.0,5,,2025-03-03,2025-03-05,2015,2005
,794000.0,1795.0,465.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Loma Del Esmeraldal,ORGANIZACION BRANDO & COMPAÑÍA SAS,"{'lon': -75.56484, 'lat': 6.173409}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-del-atravesado-3-habitaciones-5-banos/16632-M5613179,LOMA DEL ATRAVESADO,16632-M5613179,Usado,"{'id': '2', 'nombre': 'Casa'}",3,2750000000.0,5,,2025-02-28,2025-03-04,2025,2020
,2000000.0,4000.0,1200.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Loma Del Escobero,ORGANIZACION BRANDO & COMPAÑÍA SAS,"{'lon': -75.558815, 'lat': 6.1432858}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-5-habitaciones-5-banos-4-garajes/16632-M5613160,,16632-M5613160,Usado,"{'id': '2', 'nombre': 'Casa'}",5,7000000000.0,5,,2025-02-28,2025-03-04,2025,2020
,,400.0,400.0,4,"{'id': '4483', 'nombre': 'Sabaneta'}",Sabaneta  Las Lomitas,Negocios Inmobiliarios,"{'lon': -75.60256, 'lat': 6.129359}",,https://www.metrocuadrado.com/inmueble/venta-casa-sabaneta-na-3-habitaciones-4-banos-2-garajes/21131-M6436860,,21131-M6436860,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1550000000.0,3,,2026-03-02,2026-03-02,2006,1986
,600000.0,500.0,500.0,5,"{'id': '1', 'nombre': 'Bogotá D.C.'}",SANTA ANA ORIENTAL,NTM REAL ESTATE SAS,"{'lon': -74.0321, 'lat': 4.6883674}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-santa-ana-oriental-4-habitaciones-5-banos-4-garajes/917-M5786991,SANTA ANA ORIENTAL,917-M5786991,Usado,"{'id': '2', 'nombre': 'Casa'}",4,6500000000.0,6,"{'id': '1', 'nombre': 'Norte'}",2025-08-09,2025-08-09,2005,1985
,800000.0,200.0,200.0,4,"{'id': '1', 'nombre': 'Bogotá D.C.'}",SAN JOSE DE BAVARIA,LILIANA MEDINA,"{'lon': -74.06184, 'lat': 4.763318}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-san-jose-de-bavaria-4-habitaciones-4-banos-4-garajes/3604-M6099564,SAN JOSE DE BAVARIA,3604-M6099564,Usado,"{'id': '2', 'nombre': 'Casa'}",4,1800000000.0,5,"{'id': '3', 'nombre': 'Noroccidente'}",2025-10-26,2025-10-26,2015,2005
,,135.0,135.0,2,"{'id': '4416', 'nombre': 'Bello'}",Santa Ana,LA ROKA Bienes raíces,"{'lon': -75.56234, 'lat': 6.3320518}",,https://www.metrocuadrado.com/inmueble/venta-casa-bello-salento-5-habitaciones-2-banos/18455-M5523285,SALENTO,18455-M5523285,Usado,"{'id': '2', 'nombre': 'Casa'}",5,650000000.0,3,,2025-01-14,2025-01-14,2005,1985
,,156.0,156.0,2,"{'id': '3', 'nombre': 'Medellín'}",BELEN,Casabuena,"{'lon': -75.590256, 'lat': 6.2348523}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-rosales-3-habitaciones-2-banos-1-garajes/20860-M6464144,ROSALES,20860-M6464144,Usado,"{'id': '2', 'nombre': 'Casa'}",3,860000000.0,4,"{'id': '102', 'nombre': 'Otros'}",2026-03-10,2026-03-10,2016,2006
,3395000.0,1085.0,1085.0,5,"{'id': '3', 'nombre': 'Medellín'}",EL POBLADO,PROINTEGRAL SA,"{'lon': -75.559845, 'lat': 6.1871476}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-balsos-no1-4-habitaciones-5-banos-4-garajes/687-M6464131,LOS BALSOS NO1,687-M6464131,Usado,"{'id': '2', 'nombre': 'Casa'}",4,11000000000.0,6,"{'id': '38', 'nombre': 'Suroriente'}",2026-03-10,2026-03-10,2016,2006
,459000.0,856.0,856.0,5,"{'id': '3', 'nombre': 'Medellín'}",Sabaneta,HOMES INMOBILIARIA,"{'lon': -75.61688, 'lat': 6.1504855}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-sabaneta-5-habitaciones-5-banos-4-garajes/19797-M5979869,SABANETA,19797-M5979869,Usado,"{'id': '2', 'nombre': 'Casa'}",5,3300000000.0,5,,2025-08-07,2025-08-07,2020,2015
,1400000.0,260.0,260.0,4,"{'id': '3', 'nombre': 'Medellín'}",EL POBLADO,PROINTEGRAL SA,"{'lon': -75.55397, 'lat': 6.2012224}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5745164,EL TESORO,687-M5745164,Usado,"{'id': '2', 'nombre': 'Casa'}",3,2000000000.0,6,"{'id': '38', 'nombre': 'Suroriente'}",2025-10-02,2025-10-02,2015,2005
,,600.0,600.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Loma El Escobero,INMOBILIARIA SELECTA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-4-habitaciones-5-banos-4-garajes/13094-M3031278,,13094-M3031278,Usado,"{'id': '2', 'nombre': 'Casa'}",4,4200000000.0,6,,2025-01-20,2025-01-21,2020,2015
,888888.0,244.0,244.0,3,"{'id': '3', 'nombre': 'Medellín'}",CALASANZ,RICARDO ÁNGEL B. VENTA DE PROPIEDAD RAIZ,"{'lon': -75.59855, 'lat': 6.262493}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-calasanz-4-habitaciones-3-banos-1-garajes/17134-M5658745,CALASANZ,17134-M5658745,Usado,"{'id': '2', 'nombre': 'Casa'}",4,1300000000.0,5,"{'id': '35', 'nombre': 'Noroccidente'}",2025-04-22,2025-04-22,2015,2005
,757000.0,750.0,750.0,5,"{'id': '3', 'nombre': 'Medellín'}",Poblado,MARIA PATRICIA YEPES  MORENO,"{'lon': -75.56506, 'lat': 6.217596}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-castropol-5-habitaciones-5-banos-4-garajes/20219-M5784880,CASTROPOL,20219-M5784880,Usado,"{'id': '2', 'nombre': 'Casa'}",5,4500000000.0,6,"{'id': '38', 'nombre': 'Suroriente'}",2025-05-31,2025-05-31,2015,2005
,450000.0,134.0,134.0,3,"{'id': '4444', 'nombre': 'Envigado'}",El Dorado,ONE Grupo Inmobiliario,"{'lon': -75.58673, 'lat': 6.163732}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-el-dorado-4-habitaciones-3-banos-2-garajes/11086-M5049390,EL DORADO,11086-M5049390,Usado,"{'id': '2', 'nombre': 'Casa'}",4,745000000.0,4,,2025-01-28,2025-02-03,2005,1985
,1000000.0,500.0,500.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Alto De Palmas,COMERCIAL INMOBILIARIA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-5-habitaciones-5-banos-4-garajes/17166-M5554610,,17166-M5554610,Usado,"{'id': '2', 'nombre': 'Casa'}",5,3800000000.0,5,,2025-02-03,2025-02-04,2025,2020
,,5000.0,250.0,3,"{'id': '4444', 'nombre': 'Envigado'}",El Escobero,KATA PATIÑO,"{'lon': -75.525986, 'lat': 6.1377172}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-3-habitaciones-3-banos-4-garajes/18157-M5444544,,18157-M5444544,Usado,"{'id': '2', 'nombre': 'Casa'}",3,2100000000.0,2,,2025-01-28,2025-02-03,2020,2015
,780000.0,232.0,232.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Loma De Cumbres,KATA PATIÑO,"{'lon': -75.57245, 'lat': 6.168778}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-la-inmaculada-3-habitaciones-5-banos-4-garajes/18157-M5448627,LA INMACULADA,18157-M5448627,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1350000000.0,5,,2025-02-03,2025-02-03,2005,1985
,468000.0,200.0,200.0,5,"{'id': '4444', 'nombre': 'Envigado'}",El Escobero,COMERCIAL INMOBILIARIA,"{'lon': -75.575806, 'lat': 6.1654058}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-cascua¿a-4-habitaciones-5-banos-1-garajes/17166-M5549909,CASCUA¿A,17166-M5549909,Usado,"{'id': '2', 'nombre': 'Casa'}",4,930000000.0,5,,2025-01-28,2025-02-04,2005,1985
,468000.0,280.0,280.0,4,"{'id': '4444', 'nombre': 'Envigado'}",El Escobero,COMERCIAL INMOBILIARIA,"{'lon': -75.57571, 'lat': 6.165515}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-cascua¿a-4-habitaciones-4-banos-2-garajes/17166-M5503985,CASCUA¿A,17166-M5503985,Usado,"{'id': '2', 'nombre': 'Casa'}",4,1295000000.0,5,,2025-02-03,2025-02-04,2005,1985
,657146.0,207.0,207.0,5,"{'id': '4444', 'nombre': 'Envigado'}",La Sebastiana,INTERCAMBIO INMOBILIARIO,"{'lon': -75.56435, 'lat': 6.16112}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-a.s.d.-3-habitaciones-5-banos-4-garajes/17029-M5391625,A S D ,17029-M5391625,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1500000000.0,5,,2025-02-03,2025-02-04,2015,2005
,,1580.0,275.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Alto De Palmas,COMERCIAL INMOBILIARIA,"{'lon': -75.56946, 'lat': 6.1376605}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-4-habitaciones-5-banos-4-garajes/17166-M5499232,,17166-M5499232,Usado,"{'id': '2', 'nombre': 'Casa'}",4,3300000000.0,4,,2025-01-28,2025-02-04,2025,2020
,10000.0,239.32,239.32,3,"{'id': '4444', 'nombre': 'Envigado'}",loma de las Brujas,ONE Grupo Inmobiliario,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-de-las-brujas-3-habitaciones-3-banos-4-garajes/11086-M3223556,LOMA DE LAS BRUJAS,11086-M3223556,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1800000000.0,5,,2025-02-03,2025-02-04,2015,2005
,,349.0,349.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Loma De Las Brujas,RENTA RAIZ SOLUCIONES INMOBILIARIAS,"{'lon': -75.57617, 'lat': 6.1576}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-el-chingua-5-habitaciones-5-banos-4-garajes/12133-M5561947,EL CHINGUA,12133-M5561947,Usado,"{'id': '2', 'nombre': 'Casa'}",5,2900000000.0,5,,2025-02-03,2025-02-04,2015,2005
,720000.0,450.0,450.0,4,"{'id': '4444', 'nombre': 'Envigado'}",ENVIGADO,PROINTEGRAL SA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-envigado-3-habitaciones-4-banos-4-garajes/687-M3487885,ENVIGADO,687-M3487885,Usado,"{'id': '2', 'nombre': 'Casa'}",3,4100000000.0,6,,2025-02-03,2025-02-03,2015,2005
,638000.0,1392.0,570.0,5,"{'id': '3', 'nombre': 'Medellín'}",Sabaneta,PROVENTO INMOBILIARIA SAS,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-na-4-habitaciones-5-banos-4-garajes/20765-M5996404,,20765-M5996404,Usado,"{'id': '2', 'nombre': 'Casa'}",4,3400000000.0,5,,2025-12-03,2025-12-03,2015,2005
,1103000.0,270.0,302.0,5,"{'id': '1', 'nombre': 'Bogotá D.C.'}",Gratamira,Oportunidades Inmobiliarias,"{'lon': -74.074486, 'lat': 4.730885}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-gratamira-3-habitaciones-5-banos-4-garajes/2412-M6080954,GRATAMIRA,2412-M6080954,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1450000000.0,6,,2025-10-22,2025-10-22,2005,1985
,790000.0,170.0,170.0,5,"{'id': '3', 'nombre': 'Medellín'}",El Poblado,PROVENTO INMOBILIARIA SAS,"{'lon': -75.56406, 'lat': 6.1799445}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-4-habitaciones-5-banos-2-garajes/19797-M5702590,SAN LUCAS,19797-M5702590,Usado,"{'id': '2', 'nombre': 'Casa'}",4,1260000000.0,6,,2025-04-16,2025-06-13,2015,2005
,,276.0,276.0,5,"{'id': '3', 'nombre': 'Medellín'}",La Castellana,NATHALIA MARTINEZ MEJIA,"{'lon': -75.604866, 'lat': 6.2401137}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-castellana-5-habitaciones-5-banos-1-garajes/20543-M5959154,LA CASTELLANA,20543-M5959154,Usado,"{'id': '2', 'nombre': 'Casa'}",5,2000000000.0,5,,2025-07-26,2025-07-26,2015,2005
,1100000.0,371.0,271.0,4,"{'id': '3', 'nombre': 'Medellín'}",San Lucas,INMOLUXURY REALTY,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-na-4-habitaciones-4-banos-2-garajes/20219-M5784871,,20219-M5784871,Usado,"{'id': '2', 'nombre': 'Casa'}",4,1550000000.0,6,,2025-07-26,2025-07-26,2005,1985
,,1100.0,1100.0,5,"{'id': '3', 'nombre': 'Medellín'}",Poblado,NATHALIA MARTINEZ MEJIA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-na-5-habitaciones-5-banos-4-garajes/20543-M5959143,,20543-M5959143,Usado,"{'id': '2', 'nombre': 'Casa'}",5,3400000000.0,6,,2025-07-26,2025-07-26,2025,2020
,,600.0,600.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Pantanillo Cebadero,ZONIKA INMOBILIARIA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-4-habitaciones-5-banos-4-garajes/16420-M4615659,,16420-M4615659,Usado,"{'id': '2', 'nombre': 'Casa'}",4,2800000000.0,6,,2025-03-29,2025-03-29,2020,2015
,800000.0,500.0,500.0,5,"{'id': '4444', 'nombre': 'Envigado'}",ENVIGADO,PROINTEGRAL SA,,,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-envigado-4-habitaciones-5-banos-3-garajes/687-M4689577,ENVIGADO,687-M4689577,Usado,"{'id': '2', 'nombre': 'Casa'}",4,3000000000.0,6,,2025-03-29,2025-03-29,2020,2015
,1300000.0,325.0,325.0,5,"{'id': '1', 'nombre': 'Bogotá D.C.'}",NIZA SUBA,Grupo Terranova,"{'lon': -74.07711, 'lat': 4.715337}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-cjr-calatrava-ii-sector-4-habitaciones-5-banos-4-garajes/5161-M5338272,CJR CALATRAVA II SECTOR,5161-M5338272,Usado,"{'id': '2', 'nombre': 'Casa'}",4,2100000000.0,6,"{'id': '3', 'nombre': 'Noroccidente'}",2025-11-17,2025-11-17,2005,1985
,317000.0,145.0,145.0,2,"{'id': '4444', 'nombre': 'Envigado'}",Milan Vallejuelos,AGENCIA INMOBILIARIA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-4-habitaciones-2-banos-2-garajes/20033-M6155434,,20033-M6155434,Usado,"{'id': '2', 'nombre': 'Casa'}",4,870000000.0,4,,2025-12-14,2025-12-14,2020,2015
,,81.0,81.0,2,"{'id': '4416', 'nombre': 'Bello'}",Santa Ana,Arrendamientos Merino Hermanos y Cia Ltda,"{'lon': -75.565414, 'lat': 6.328116}",,https://www.metrocuadrado.com/inmueble/venta-casa-bello-urbanizacia¿n-ba¿caros-1-4-habitaciones-2-banos/5076-M4522277,URBANIZACIA¿N BA¿CAROS 1,5076-M4522277,Usado,"{'id': '2', 'nombre': 'Casa'}",4,350000000.0,3,,2025-01-28,2025-01-29,2025,2020
,,450.0,450.0,2,"{'id': '4416', 'nombre': 'Bello'}",Parque De Bello,AVI Arrendamientos Vicasas,"{'lon': -75.56002, 'lat': 6.3367925}",,https://www.metrocuadrado.com/inmueble/venta-casa-bello-el-rosario-5-habitaciones-2-banos/17079-M5205483,EL ROSARIO,17079-M5205483,Usado,"{'id': '2', 'nombre': 'Casa'}",5,3000000000.0,3,,2025-01-28,2025-01-29,2005,1985
,530000.0,200.0,200.0,4,"{'id': '4483', 'nombre': 'Sabaneta'}",San Jose,CASAS & ESPACIOS,"{'lon': -75.61837, 'lat': 6.141524}",,https://www.metrocuadrado.com/inmueble/venta-casa-sabaneta-urbanizacion-cortijo-de-san-jose-3-habitaciones-4-banos-2-garajes/16215-M5560359,URBANIZACION CORTIJO DE SAN JOSE,16215-M5560359,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1300000000.0,4,,2025-02-01,2025-02-03,2025,2020
,,240.0,257.0,4,"{'id': '1', 'nombre': 'Bogotá D.C.'}",Pontevedra,ALEXCO REALTORS SAS,"{'lon': -74.07763, 'lat': 4.69881}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-pontevedra-4-habitaciones-4-banos-4-garajes/696-M5409005,PONTEVEDRA,696-M5409005,Usado,"{'id': '2', 'nombre': 'Casa'}",4,790000000.0,5,,2025-12-23,2025-12-23,2005,1985
,,130.0,130.0,2,"{'id': '1', 'nombre': 'Bogotá D.C.'}",La Florida,VICUS TIENDA INMOBILIARIA,"{'lon': -74.10148, 'lat': 4.708409}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-la-florida-3-habitaciones-2-banos/12095-M5979680,LA FLORIDA,12095-M5979680,Usado,"{'id': '2', 'nombre': 'Casa'}",3,370000000.0,3,,2025-12-19,2025-12-23,2020,2015
,1950000.0,238.0,269.0,4,"{'id': '1', 'nombre': 'Bogotá D.C.'}",Bogota/Suba/Sotileza,TerraVita Inmobiliaria,"{'lon': -74.08139, 'lat': 4.720574}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-bogotasubasotileza-3-habitaciones-4-banos-4-garajes/18574-M6272289,BOGOTA/SUBA/SOTILEZA,18574-M6272289,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1400000000.0,6,,2026-04-03,2026-04-03,2016,2006
,1000000.0,2100.0,250.0,3,"{'id': '4444', 'nombre': 'Envigado'}",El Escobero,KATA PATIÑO,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-2-habitaciones-3-banos-2-garajes/18157-M6516905,,18157-M6516905,Usado,"{'id': '2', 'nombre': 'Casa'}",2,2400000000.0,5,,2026-04-23,2026-04-23,2016,2006
,3900000.0,333.0,333.0,3,"{'id': '4444', 'nombre': 'Envigado'}",Envigado  Alto De Las Palmas,SARA REAL ESTATE 4 U,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-3-habitaciones-3-banos-4-garajes/12475-M3656643,,12475-M3656643,Usado,"{'id': '2', 'nombre': 'Casa'}",3,4350000000.0,5,,2026-04-23,2026-04-23,2016,2006
,960000.0,198.26,198.26,3,"{'id': '4444', 'nombre': 'Envigado'}",Intermedia,ALEXANDRA SUAREZ BIENES RAICES,"{'lon': -75.5665, 'lat': 6.173801}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-el-esmeraldal-3-habitaciones-3-banos-4-garajes/11976-M5861296,EL ESMERALDAL,11976-M5861296,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1390000000.0,5,,2026-04-23,2026-04-23,2016,2006
,900000.0,204.0,204.0,4,"{'id': '4444', 'nombre': 'Envigado'}",Transversal Intermedia Envigado,CRUMA PROPIEDAD RAÍZ,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-na-5-habitaciones-4-banos-2-garajes/19698-M6595234,,19698-M6595234,Usado,"{'id': '2', 'nombre': 'Casa'}",5,1150000000.0,5,,2026-04-23,2026-04-23,2006,1986
,1100000.0,358.0,358.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Alto De Las Palmas,CONECTAR INMOBILIARIA,"{'lon': -75.50139, 'lat': 6.1635175}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-las-palmas-5-habitaciones-5-banos-4-garajes/16507-M6401219,ALTO DE LAS PALMAS,16507-M6401219,Usado,"{'id': '2', 'nombre': 'Casa'}",5,4100000000.0,5,,2026-04-23,2026-04-23,2021,2016
,1069000.0,616.0,616.0,4,"{'id': '4444', 'nombre': 'Envigado'}",ALTO DE LAS PALMAS,GRUPO LA VENTA,"{'lon': -75.52421, 'lat': 6.160855}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-5-habitaciones-4-banos-4-garajes/17778-M6419027,,17778-M6419027,Usado,"{'id': '2', 'nombre': 'Casa'}",5,8300000000.0,5,"{'id': '102', 'nombre': 'Otros'}",2026-04-23,2026-04-23,2026,2021
,960000.0,2854.0,470.0,5,"{'id': '4444', 'nombre': 'Envigado'}",Alto De Las Palmas,Casa 360,"{'lon': -75.559654, 'lat': 6.1747007}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-del-atravesado-4-habitaciones-5-banos-4-garajes/10159-M6603428,LOMA DEL ATRAVESADO,10159-M6603428,Usado,"{'id': '2', 'nombre': 'Casa'}",4,3950000000.0,4,,2026-04-23,2026-04-23,2026,2021
,760000.0,209.0,164.0,3,"{'id': '4444', 'nombre': 'Envigado'}",Cumbres,Casa 360,"{'lon': -75.57198, 'lat': 6.1697254}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-el-esmeraldal-3-habitaciones-3-banos-2-garajes/10159-M6605794,EL ESMERALDAL,10159-M6605794,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1290000000.0,5,,2026-04-23,2026-04-23,2016,2006
,700000.0,286.5,286.5,5,"{'id': '4444', 'nombre': 'Envigado'}",Alto De Las Palmas,Inmobiliaria Alfa Finca Raiz,"{'lon': -75.533066, 'lat': 6.1450777}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-las-palmas-5-habitaciones-5-banos-4-garajes/277-M4875750,ALTO DE LAS PALMAS,277-M4875750,Usado,"{'id': '2', 'nombre': 'Casa'}",5,3000000000.0,5,,2026-04-23,2026-04-23,2021,2016
,1110000.0,204.0,204.0,3,"{'id': '4444', 'nombre': 'Envigado'}",el chocho city plaza terracina,,"{'lon': -75.56868, 'lat': 6.1641984}",,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-4-habitaciones-3-banos-2-garajes/MC6441312,,MC6441312,Usado,"{'id': '2', 'nombre': 'Casa'}",4,1080000000.0,5,,2026-04-23,2026-04-23,2006,1986
,,61.0,61.0,1,"{'id': '4416', 'nombre': 'Bello'}",Navarra,URVE INMOBILIARIA  COLOMBIA S.A.S,"{'lon': -75.53221, 'lat': 6.346126}",,https://www.metrocuadrado.com/inmueble/venta-casa-bello-navarra-2-habitaciones-1-banos/18714-M6095669,NAVARRA,18714-M6095669,Usado,"{'id': '2', 'nombre': 'Casa'}",2,190000000.0,3,,2026-04-02,2026-04-02,2006,1986
,1254400.0,871.72,623.0,3,"{'id': '4461', 'nombre': 'La Estrella'}",Suramerica,INVERSIONES ALVAREZ CUELLO S.A.S.,"{'lon': -75.64316, 'lat': 6.15754}",,https://www.metrocuadrado.com/inmueble/venta-casa-la-estrella-centro-5-habitaciones-3-banos-3-garajes/22583-M6588192,CENTRO,22583-M6588192,Usado,"{'id': '2', 'nombre': 'Casa'}",5,2645000000.0,4,,2026-04-21,2026-04-21,2021,2016
,435000.0,232.0,232.0,5,"{'id': '4461', 'nombre': 'La Estrella'}",Suramerica,INVERSIONES ALVAREZ CUELLO S.A.S.,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-casa-la-estrella-na-3-habitaciones-5-banos-2-garajes/22583-M6588188,,22583-M6588188,Usado,"{'id': '2', 'nombre': 'Casa'}",3,1100000000.0,5,,2026-04-21,2026-04-21,2006,1986
,,162.0,162.0,2,"{'id': '1', 'nombre': 'Bogotá D.C.'}",Kennedy Central,Gestión inmobiliaria,"{'lon': -74.170135, 'lat': 4.614283}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-kennedy-central-3-habitaciones-2-banos-1-garajes/20204-M6421827,KENNEDY CENTRAL,20204-M6421827,Usado,"{'id': '2', 'nombre': 'Casa'}",3,480000000.0,2,,2026-03-05,2026-03-05,2026,2021
,,294.0,294.0,3,"{'id': '1', 'nombre': 'Bogotá D.C.'}",fontibon la giralda,REM - SERVICIOS INTEGRALES  INMOBILIARIOS SAS,"{'lon': -74.13932, 'lat': 4.68109}",,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-giralda-5-habitaciones-3-banos-1-garajes/17794-M5335501,GIRALDA,17794-M5335501,Usado,"{'id': '2', 'nombre': 'Casa'}",5,610000000.0,3,"{'id': '4', 'nombre': 'Occidental'}",2026-03-05,2026-03-05,2006,1986
