Closets,adminPrice,area,areac,bathrooms,city,commonNeighborhood,companyName,coordinates,garages,link,neighborhood,propertyId,propertyState,propertyType,rooms,salePrice,stratum,zone,First Extraction Date,Last Extraction Date,builtTime_min_year,builtTime_max_year
,,41.27,41.27,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sabaneta,JUANA PATRICIA MONSALVE VILLA,,,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-sabaneta-1-habitaciones-1-banos/16061-M4807251,SABANETA,16061-M4807251,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,260000000.0,4,,2025-01-09,2025-02-11,2025,2020
,290000.0,60.0,60.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Aves Maria,RED Real Estate Digital,"{'lon': -75.6151, 'lat': 6.1492143}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-betania-1-habitaciones-2-banos-1-garajes/9947-M5407207,BETANIA,9947-M5407207,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,369000000.0,4,,2025-01-09,2025-02-16,2020,2015
,338000.0,61.14,61.14,2,"{'id': '4483', 'nombre': 'Sabaneta'}",La Doctora,MAKLER INMOBILIARIOS,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-na-1-habitaciones-2-banos-1-garajes/17170-M5256318,,17170-M5256318,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,380000000.0,4,,2025-01-09,2025-02-21,2015,2005
,200000.0,50.0,50.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Parque,PIZO INMOBILIARIO,"{'lon': -75.61688, 'lat': 6.1504855}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-entre-amigos-1-habitaciones-2-banos-1-garajes/16975-M5133113,ENTRE AMIGOS,16975-M5133113,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,380000000.0,4,,2025-01-09,2025-01-31,2025,2020
,,46.0,46.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",San Joaquin,MYE PROPIEDADES,"{'lon': -75.61319, 'lat': 6.1536756}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-aliadas-del-sur-1-habitaciones-1-banos/16760-M5113711,ALIADAS DEL SUR,16760-M5113711,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,279000000.0,3,,2025-01-10,2025-09-22,2025,2020
,,57.0,57.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sin Barrio,Rentamos,"{'lon': -75.62117, 'lat': 6.14442}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-tres-esquinas-1-habitaciones-1-banos-2-garajes/4334-M4969245,TRES ESQUINAS,4334-M4969245,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,414000000.0,4,,2025-01-11,2025-01-26,2025,2020
,,48.0,48.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sabaneta,EXP COLOMBIA SAS,"{'lon': -75.616875, 'lat': 6.150485}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-entre-amigos-1-habitaciones-1-banos-1-garajes/12937-M5347905,ENTRE AMIGOS,12937-M5347905,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,350000000.0,5,,2025-01-09,2025-03-13,2025,2020
,,51.0,51.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sin Barrio,Rentamos,"{'lon': -75.62087, 'lat': 6.15201}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-calle-larga-1-habitaciones-1-banos/4334-M4969122,CALLE LARGA,4334-M4969122,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,280000000.0,4,,2025-01-09,2025-01-30,2025,2020
,,33.0,33.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sabaneta,INMOBILIARIA TRIANON SAS,"{'lon': -75.61577, 'lat': 6.1544757}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-calle-del-banco-1-habitaciones-1-banos/18177-M5539487,CALLE DEL BANCO,18177-M5539487,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,190000000.0,3,,2025-01-21,2025-03-13,2025,2020
,,48.0,48.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,Rentamos,,,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-ciudadela-monteazul-1-habitaciones-1-banos-1-garajes/4334-M4969532,CIUDADELA MONTEAZUL,4334-M4969532,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,330000000.0,4,,2025-01-11,2025-02-24,2025,2020
,,70.0,70.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Sin Barrio,Rentamos,"{'lon': -75.61134, 'lat': 6.14571}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-vereda-la-doctora-1-habitaciones-2-banos-1-garajes/4334-M4969232,VEREDA LA DOCTORA,4334-M4969232,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,480000000.0,3,,2025-01-11,2025-01-26,2015,2005
,,48.0,43.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",La Doctora,Rentamos,"{'lon': -75.61347, 'lat': 6.14388}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-vegas-de-la-doctora-1-habitaciones-1-banos-1-garajes/4334-M4993318,VEGAS DE LA DOCTORA,4334-M4993318,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,290000000.0,3,,2025-01-09,2025-01-28,2025,2020
,175000.0,48.15,48.15,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Maria Auxiliadora,Rentamos,"{'lon': -75.60575, 'lat': 6.15794}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-virgen-del-carmen-1-habitaciones-1-banos-1-garajes/4334-M5364156,VIRGEN DEL CARMEN,4334-M5364156,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,320000000.0,5,,2025-01-09,2025-02-24,2005,1985
,,48.0,48.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",La Doctora,BRIKSS SAS,"{'lon': -75.61414, 'lat': 6.14315}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-vegas-de-la-doctora-1-habitaciones-1-banos-1-garajes/5175-M5502467,VEGAS DE LA DOCTORA,5175-M5502467,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,350000000.0,5,,2025-01-09,2025-05-04,2025,2020
,,48.0,48.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sin Barrio,Rentamos,"{'lon': -75.61453, 'lat': 6.14339}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-vegas-de-la-doctora-1-habitaciones-1-banos/4334-M4969780,VEGAS DE LA DOCTORA,4334-M4969780,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,300000000.0,4,,2025-01-21,2025-01-23,2025,2020
,200000.0,43.0,43.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",LA DOCTORA,SOLUBIENES PROPIEDAD RAIZ,"{'lon': -75.613304, 'lat': 6.1419196}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-vereda-la-doctora-1-habitaciones-1-banos-1-garajes/15174-M5463167,VEREDA LA DOCTORA,15174-M5463167,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,330000000.0,4,"{'id': '102', 'nombre': 'Otros'}",2025-01-09,2025-03-13,2020,2015
,,31.0,31.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Vereda Pan De Azucar,INMOBILIARIA MATTIS,"{'lon': -75.62938, 'lat': 6.14332}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-na-1-habitaciones-1-banos-1-garajes/3267-M5074553,,3267-M5074553,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,214000000.0,3,,2025-01-20,2025-02-19,2025,2020
,60000.0,39.0,39.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Virgen Del Carmen,NOVABIENES GRUPO INMOBILIARIO,"{'lon': -75.607, 'lat': 6.157}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-virgen-del-carmen-1-habitaciones-2-banos/389-M5271319,VIRGEN DEL CARMEN,389-M5271319,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,240000000.0,3,,2025-01-20,2025-03-03,2025,2020
,300000.0,32.0,32.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",PARQUE PRINCIPAL,SOLUBIENES PROPIEDAD RAIZ,"{'lon': -75.61586, 'lat': 6.15063}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-betania-1-habitaciones-1-banos-1-garajes/15174-M5267215,BETANIA,15174-M5267215,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,350000000.0,4,"{'id': '102', 'nombre': 'Otros'}",2025-01-14,2025-03-13,2020,2015
,,40.0,40.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Prados De Sabaneta,CONALTURA INMOBILIARIA,"{'lon': -75.62313, 'lat': 6.15115}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-calle-larga-1-habitaciones-1-banos/5606-M5022825,CALLE LARGA,5606-M5022825,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,275000000.0,4,,2025-01-20,2025-02-24,2020,2015
,180000.0,48.0,48.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,ACRECER SAS,"{'lon': -75.630806, 'lat': 6.138618}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-na-1-habitaciones-2-banos/2214-M5425425,,2214-M5425425,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,345000000.0,4,,2025-01-09,2025-02-06,2025,2020
,320000.0,78.0,78.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,CASAS CONFORT,"{'lon': -75.62245, 'lat': 6.1455975}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-tres-esquinas-1-habitaciones-2-banos-1-garajes/16215-M5246043,TRES ESQUINAS,16215-M5246043,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,355000000.0,4,,2025-01-09,2025-01-28,2025,2020
,,60.0,60.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",SABANETA,PROINTEGRAL SA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-1-habitaciones-2-banos-1-garajes/687-M5261271,,687-M5261271,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,510000000.0,4,"{'id': '102', 'nombre': 'Otros'}",2025-01-17,2025-02-23,2020,2015
,222200.0,55.0,55.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Mayorca,INMOBILIARIA SELECTA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-na-1-habitaciones-2-banos-1-garajes/13094-M5103100,,13094-M5103100,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,355000000.0,4,,2025-01-16,2025-03-10,2015,2005
,369000.0,45.28,51.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Mayorca,ARRENDAMIENTOS LONDOÑO GOMEZ SA,"{'lon': -75.60552, 'lat': 6.16182}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-virgen-del-carmen-1-habitaciones-1-banos-1-garajes/11167-M4631181,VIRGEN DEL CARMEN,11167-M4631181,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,460000000.0,4,,2025-01-20,2025-02-06,2025,2020
,230000.0,40.0,40.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Av Las Vegas,GRUPO RESPALDO INMOBILIARIO S.A.S.,"{'lon': -75.62313, 'lat': 6.1511464}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-calle-larga-1-habitaciones-1-banos-1-garajes/14994-M4859559,CALLE LARGA,14994-M4859559,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,286000000.0,3,,2025-01-16,2025-01-27,2015,2005
,200000.0,46.0,46.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",las lomitas,SOLUBIENES PROPIEDAD RAIZ,"{'lon': -75.61437, 'lat': 6.147194}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-vereda-la-doctora-1-habitaciones-1-banos-1-garajes/15174-M5541258,VEREDA LA DOCTORA,15174-M5541258,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,351000000.0,4,"{'id': '102', 'nombre': 'Otros'}",2025-01-21,2025-03-04,2025,2020
,198700.0,43.0,43.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",La Doctora,NEGOCIOS CON PROPOSITO,"{'lon': -75.6142, 'lat': 6.1418533}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-vegas-de-la-doctora-1-habitaciones-1-banos-1-garajes/18237-M5488016,VEGAS DE LA DOCTORA,18237-M5488016,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,337000000.0,4,,2025-01-17,2025-02-23,2025,2020
,225000.0,55.0,55.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",RESTREPO NARANJO,SOLUBIENES PROPIEDAD RAIZ,"{'lon': -75.6108, 'lat': 6.1559386}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-restrepo-naranjo-1-habitaciones-2-banos-1-garajes/15174-M5083963,RESTREPO NARANJO,15174-M5083963,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,401000000.0,3,"{'id': '102', 'nombre': 'Otros'}",2025-01-09,2025-03-13,2020,2015
,275000.0,65.0,65.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",SABANETA,PROINTEGRAL SA,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-1-habitaciones-2-banos-1-garajes/687-M5261246,,687-M5261246,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,550000000.0,4,"{'id': '102', 'nombre': 'Otros'}",2025-01-17,2025-02-24,2020,2015
,,62.0,62.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Vereda Las Lomitas,INURBANAS S.A.S.,"{'lon': -75.60859, 'lat': 6.14968}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-los-alcazares-1-habitaciones-1-banos-1-garajes/2398-M5482014,LOS ALCAZARES,2398-M5482014,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,355000000.0,3,,2025-01-09,2025-01-27,2020,2015
,,31.0,31.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,Casa 360,,,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-na-1-habitaciones-1-banos-1-garajes/10159-M5539758,,10159-M5539758,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,160000000.0,2,,2025-01-21,2025-03-10,2025,2020
,140000.0,51.2,51.2,1,"{'id': '4483', 'nombre': 'Sabaneta'}",San Joaquin,Casa 360,"{'lon': -75.620895, 'lat': 6.1517105}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-calle-larga-1-habitaciones-1-banos-1-garajes/10159-M5539760,CALLE LARGA,10159-M5539760,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,285000000.0,3,,2025-01-21,2025-03-04,2025,2020
,,31.0,31.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,Casa 360,,,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-na-1-habitaciones-1-banos-1-garajes/10159-M5539737,,10159-M5539737,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,190000000.0,2,,2025-01-21,2025-02-25,2025,2020
,210000.0,35.0,35.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Calle Larga,,,,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-1-habitaciones-1-banos-1-garajes/MC5439972,,MC5439972,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,362000000.0,4,,2025-01-09,2025-02-25,2025,2020
,400000.0,48.0,48.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sabaneta,GOMEZ SIERRA PROPIEDADES,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-sabaneta-1-habitaciones-1-banos/5570-M5648624,SABANETA,5570-M5648624,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,566500000.0,5,,2025-05-04,2026-02-07,2026,2021
,164000.0,52.0,52.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",San Joaquin,ARRENDAMIENTOS  ENVIGADO SAS,"{'lon': -75.61441, 'lat': 6.15098}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-san-joaquin-1-habitaciones-2-banos/19474-M5652834,SAN JOAQUIN,19474-M5652834,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,345000000.0,4,,2025-03-29,2025-07-07,2015,2005
,,31.0,31.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan De Azucar,VIVA INMOBILIARIA,"{'lon': -75.63149, 'lat': 6.139635}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-na-1-habitaciones-1-banos-1-garajes/16974-M5087476,,16974-M5087476,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,179000000.0,3,,2025-04-29,2025-06-07,2025,2020
,200000.0,45.0,45.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Calle Larga,LEMONT INMOBILIARIA S.A.S.,"{'lon': -75.61854, 'lat': 6.151018}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-holanda-1-habitaciones-1-banos/16477-M5573361,HOLANDA,16477-M5573361,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,300000000.0,4,,2025-05-01,2025-09-09,2025,2020
,,42.0,42.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",La Doctora,VIVA INMOBILIARIA,"{'lon': -75.613815, 'lat': 6.1429205}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-vegas-de-la-doctora-1-habitaciones-1-banos-1-garajes/16974-M5727242,VEGAS DE LA DOCTORA,16974-M5727242,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,338000000.0,4,,2025-05-01,2025-06-16,2025,2020
,260000.0,46.37,46.37,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sabaneta,INMOBILIARIA AREA 56 SAS,"{'lon': -75.61688, 'lat': 6.1504855}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-entre-amigos-1-habitaciones-1-banos/19795-M5691385,ENTRE AMIGOS,19795-M5691385,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,285000000.0,4,,2025-05-04,2025-05-14,2025,2020
,260000.0,48.53,48.53,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Aves Maria,ALBERTO ALVAREZ,"{'lon': -75.61688, 'lat': 6.1504855}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-entre-amigos-1-habitaciones-2-banos-1-garajes/4673-M5346480,ENTRE AMIGOS,4673-M5346480,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,355000000.0,4,,2025-01-09,2025-06-03,2025,2020
,320000.0,57.0,57.0,1,"{'id': '4483', 'nombre': 'Sabaneta'}",San Remo,LEMONT INMOBILIARIA S.A.S.,"{'lon': -75.6214, 'lat': 6.1417875}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-tres-esquinas-1-habitaciones-1-banos-1-garajes/16477-M5171542,TRES ESQUINAS,16477-M5171542,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,425000000.0,4,,2025-01-13,2025-08-31,2025,2020
,250000.0,46.37,46.37,1,"{'id': '4483', 'nombre': 'Sabaneta'}",Sabaneta,INMOBILIARIA AREA 56 SAS,"{'lon': -75.61688, 'lat': 6.1504855}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-entre-amigos-1-habitaciones-1-banos/19795-M5691622,ENTRE AMIGOS,19795-M5691622,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,285000000.0,4,,2025-05-01,2025-05-17,2025,2020
,265000.0,49.0,49.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Pan de Azúcar,GRUPO LA VENTA,"{'lon': -75.62114, 'lat': 6.145189}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-tres-esquinas-1-habitaciones-2-banos-1-garajes/17778-M5610261,TRES ESQUINAS,17778-M5610261,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,360000000.0,4,"{'id': '102', 'nombre': 'Otros'}",2025-02-28,2025-10-21,2025,2020
,265000.0,48.68,48.68,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Tres Esquinas,VIVA INMOBILIARIA,"{'lon': -75.585144, 'lat': 6.1791663}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-tres-esquinas-1-habitaciones-2-banos-1-garajes/16974-M4895800,TRES ESQUINAS,16974-M4895800,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,366000000.0,4,,2025-04-29,2025-10-29,2020,2015
,300000.0,32.83,32.83,1,"{'id': '4483', 'nombre': 'Sabaneta'}",,PROPIETTE S.A.S,"{'lon': 0, 'lat': 0}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-sabaneta-sabaneta-1-habitaciones-1-banos-1-garajes/18334-M5438538,SABANETA,18334-M5438538,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,330000000.0,4,,2025-01-09,2025-05-07,2025,2020
,,85.0,85.0,2,"{'id': '4483', 'nombre': 'Sabaneta'}",Cañaveralejo,RICARDO ÁNGEL B. VENTA DE PROPIEDAD RAIZ,"{'lon': -75.617874, 'lat': 6.14055}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-sabaneta-vegas-de-san-jose-1-habitaciones-2-banos-2-garajes/17134-M5353952,VEGAS DE SAN JOSÉ,17134-M5353952,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,650000000.0,5,,2025-02-25,2025-05-07,2025,2020
,139300.0,50.0,50.0,1,"{'id': '4448', 'nombre': 'Girardota'}",Alcazares,HOMES INMOBILIARIA,"{'lon': -75.45017, 'lat': 6.3701844}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-a.s.d.-1-habitaciones-1-banos-1-garajes/19797-M5703206,A S D ,19797-M5703206,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,225000000.0,4,,2025-08-02,2025-10-24,2020,2015
,,50.0,50.0,1,"{'id': '4448', 'nombre': 'Girardota'}",Girardota,MAXIBIENES SAS,"{'lon': -75.44174, 'lat': 6.37927}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-girardota-girardota-1-habitaciones-1-banos-1-garajes/11166-M5965138,GIRARDOTA,11166-M5965138,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,230000000.0,3,,2025-07-30,2026-04-23,2026,2021
,,61.0,61.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Santa Maria,COMERCIAL INMOBILIARIA,"{'lon': -75.59941, 'lat': 6.183879}",,https://www.metrocuadrado.com/inmueble/venta-apartaestudio-itagui-santa-maria-et.-ii-1-habitaciones-2-banos/17166-M6063579,SANTA MARIA ET  II,17166-M6063579,Usado,"{'id': '14', 'nombre': 'Apartaestudio'}",1,218000000.0,3,,2025-09-23,2025-12-02,2025,2020
,,55.0,55.0,2,"{'id': '4456', 'nombre': 'Itagui'}",Centro De La Moda,MAXIBIENES SAS,"{'lon': -75.60407, 'lat': 6.19062}",,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-centro-de-la-moda-1-habitaciones-2-banos/11166-M5802163,CENTRO DE LA MODA,11166-M5802163,Usado,"{'id': '1', 'nombre': 'Apartamento'}",1,320000000.0,3,,2025-07-18,2025-12-05,2020,2015
2,,64.0,,2,"{'id': '', 'nombre': 'Bello'}",Rosario,,,0,https://www.lalonjapropiedadraiz.com/inmueble/6692/Venta/,,6692,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-07-03,2026-02-19,,
2,,42.0,,1,"{'id': '', 'nombre': 'Medellín'}",Loreto,,,0,https://www.lalonjapropiedadraiz.com/inmueble/8009/Venta/,,8009,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-12-24,2026-01-07,,
2,,54.0,,2,"{'id': '', 'nombre': 'Bello'}",Mirador,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10565/Venta/,,10565,,"{'id': '1', 'nombre': 'Apartamento'}",2,,,,2025-03-19,2026-04-23,,
3,,56.0,,2,"{'id': '', 'nombre': 'Bello'}",Trapiche,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10730/Venta/,,10730,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-07-31,2026-04-23,,
3,,56.0,,2,"{'id': '', 'nombre': 'Bello'}",Trapiche,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10729/Venta/,,10729,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-07-31,2026-04-23,,
2,,56.0,,1,"{'id': '', 'nombre': 'Bello'}",Villas Del Sol,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10925/Venta/,,10925,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-11-29,2026-04-07,,
3,,62.0,,2,"{'id': '', 'nombre': 'Bello'}",Niquia,,,1,https://www.lalonjapropiedadraiz.com/inmueble/6835/Venta/,,6835,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-02-11,2026-01-14,,
2,,52.0,,2,"{'id': '', 'nombre': 'Bello'}",Santana,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10706/Venta/,,10706,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-08-20,2026-02-20,,
2,,72.0,,1,"{'id': '', 'nombre': 'Bello'}",Obrero,,,0,https://www.lalonjapropiedadraiz.com/inmueble/9473/Venta/,,9473,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-07-24,2026-04-23,,
3,,66.0,,1,"{'id': '', 'nombre': 'Medellín'}",Manrique,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10205/Venta/,,10205,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-05-25,2026-04-23,,
3,,69.0,,1,"{'id': '', 'nombre': 'Medellín'}",Boston,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10226/Venta/,,10226,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-06-17,2026-02-18,,
3,,65.0,,3,"{'id': '', 'nombre': 'Bello'}",Santa Ana,,,0,https://www.lalonjapropiedadraiz.com/inmueble/10740/Venta/,,10740,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-07-22,2026-03-24,,
3,,111.0,,2,"{'id': '', 'nombre': 'Sabaneta'}",Sabaneta,,,1,https://www.lalonjapropiedadraiz.com/inmueble/10708/Venta/,,10708,,"{'id': '1', 'nombre': 'Apartamento'}",3,,,,2025-09-11,2026-03-13,,
0,,152.0,,0,"{'id': '', 'nombre': 'Bello'}",Barrio Perez,,,0,https://www.lalonjapropiedadraiz.com/inmueble/9770/Venta/,,9770,,"{'id': '1', 'nombre': 'Apartamento'}",0,,,,2025-11-19,2026-02-19,,
4,,140.0,,3,"{'id': '', 'nombre': 'Medellín'}",Laureles,,,1,https://www.lalonjapropiedadraiz.com/inmueble/9807/Venta/,,9807,,"{'id': '1', 'nombre': 'Apartamento'}",4,,,,2025-06-18,2026-02-18,,
